Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A6Q8PGN5	unreviewed	A0A6Q8PGN5_HUMAN	Alanine--tRNA ligase (EC 6.1.1.7) (Protein lactyltransferase AARS1)	AARS1 AARS	Homo sapiens (Human)	984	cytosol [GO:0005829]; nucleus [GO:0005634]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]
A0A6Q8PGR9	unreviewed	A0A6Q8PGR9_HUMAN	Alanine--tRNA ligase (EC 6.1.1.7) (Protein lactyltransferase AARS1)	AARS1 AARS	Homo sapiens (Human)	940	cytosol [GO:0005829]; nucleus [GO:0005634]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]
A0A6Q8PGT6	unreviewed	A0A6Q8PGT6_HUMAN	DNA-binding protein SMUBP-2 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase IGHMBP2)	IGHMBP2	Homo sapiens (Human)	875	cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
A0A8I5KNN2	unreviewed	A0A8I5KNN2_HUMAN	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	DDX21	Homo sapiens (Human)	808	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]
A0A8I5KS01	unreviewed	A0A8I5KS01_HUMAN	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	FMR1	Homo sapiens (Human)	599	chromosome, centromeric region [GO:0000775]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynaptic membrane [GO:0042734]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
A0A8I5KT56	unreviewed	A0A8I5KT56_HUMAN	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	FMR1	Homo sapiens (Human)	569	chromosome, centromeric region [GO:0000775]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynaptic membrane [GO:0042734]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
A0A8I5KTZ9	unreviewed	A0A8I5KTZ9_HUMAN	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	FMR1	Homo sapiens (Human)	559	chromosome, centromeric region [GO:0000775]; cytoplasmic stress granule [GO:0010494]; dendritic spine [GO:0043197]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynaptic membrane [GO:0042734]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
A0A8I5KZ21	unreviewed	A0A8I5KZ21_HUMAN	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein) (Protein FMR-1)	FMR1	Homo sapiens (Human)	587	chromosome, centromeric region [GO:0000775]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynaptic membrane [GO:0042734]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
A0A8Q3WKT3	unreviewed	A0A8Q3WKT3_HUMAN	RNA binding protein fox-1 homolog 2	RBFOX2	Homo sapiens (Human)	447	cytoplasm [GO:0005737]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; single-stranded RNA binding [GO:0003727]; cellular response to angiotensin [GO:1904385]; cellular response to endothelin [GO:1990859]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to retinoic acid [GO:0071300]; dendrite morphogenesis [GO:0048813]; heart development [GO:0007507]; mRNA alternative polyadenylation [GO:0110104]; negative regulation of apoptotic process [GO:0043066]; negative regulation of membrane hyperpolarization [GO:1902631]; negative regulation of mitochondrial depolarization [GO:0051902]; neuromuscular process controlling balance [GO:0050885]; positive regulation of gene expression [GO:0010628]; positive regulation of vasoconstriction [GO:0045907]; radial glia guided migration of Purkinje cell [GO:0021942]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of definitive erythrocyte differentiation [GO:0010724]; regulation of mitochondrial gene expression [GO:0062125]; RNA splicing [GO:0008380]
A1L020	reviewed	MEX3A_HUMAN	RNA-binding protein MEX3A (RING finger and KH domain-containing protein 4)	MEX3A RKHD4	Homo sapiens (Human)	520	cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
A3RJH1	unreviewed	A3RJH1_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)	DDX1 hCG_15914	Homo sapiens (Human)	740	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; exonuclease activity [GO:0004527]; RNA helicase activity [GO:0003724]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; tRNA processing [GO:0008033]
A6NDY0	reviewed	EPAB2_HUMAN	Embryonic polyadenylate-binding protein 2 (Embryonic poly(A)-binding protein 2) (ePABP-2) (ePABP2) (Embryonic poly(A)-binding protein type II) (Poly(A)-binding protein nuclear-like 1)	PABPN1L EPABP2 PABPNL1	Homo sapiens (Human)	278	cytoplasm [GO:0005737]; nucleus [GO:0005634]; poly(A) binding [GO:0008143]; maternal-to-zygotic transition of gene expression [GO:0160021]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process [GO:0062026]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]
A6NEQ0	reviewed	RBY1E_HUMAN	RNA-binding motif protein, Y chromosome, family 1 member E	RBMY1E	Homo sapiens (Human)	496	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; RNA splicing [GO:0008380]
A6NFN3	reviewed	RFOX3_HUMAN	RNA binding protein fox-1 homolog 3 (Fox-1 homolog C) (Neuronal nuclei antigen) (NeuN antigen)	RBFOX3	Homo sapiens (Human)	312	cytoplasm [GO:0005737]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; nervous system development [GO:0007399]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]
A8MPP1	reviewed	D11L8_HUMAN	Putative ATP-dependent DNA helicase DDX11-like protein 8 (EC 5.6.2.-) (DEAD/H box protein 11-like 8)	DDX11L8	Homo sapiens (Human)	907	nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; establishment of sister chromatid cohesion [GO:0034085]; nucleobase-containing compound metabolic process [GO:0006139]
A8MQB8	unreviewed	A8MQB8_HUMAN	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	FMR1	Homo sapiens (Human)	582	chromosome, centromeric region [GO:0000775]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynaptic membrane [GO:0042734]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
B2RXH8	reviewed	HNRC2_HUMAN	Heterogeneous nuclear ribonucleoprotein C-like 2 (hnRNP C-like-2)	HNRNPCL2 HNRNPCP5	Homo sapiens (Human)	293	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]
D3DU92	unreviewed	D3DU92_HUMAN	RNA-binding protein with serine-rich domain 1	rnps1	Homo sapiens (Human)	305	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; RNA splicing [GO:0008380]
D6RBW1	unreviewed	D6RBW1_HUMAN	Eukaryotic translation initiation factor 4E	EIF4E	Homo sapiens (Human)	245	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; DNA-binding transcription factor binding [GO:0140297]; enzyme binding [GO:0019899]; eukaryotic initiation factor 4G binding [GO:0031370]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; mRNA transport [GO:0051028]; regulation of translation [GO:0006417]
E5KMT5	unreviewed	E5KMT5_HUMAN	Pseudouridylate synthase 1 homolog (EC 5.4.99.12) (tRNA pseudouridine synthase 1) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)		Homo sapiens (Human)	427	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; transcription regulator complex [GO:0005667]; chromatin binding [GO:0003682]; RNA binding [GO:0003723]; transcription coactivator activity [GO:0003713]; tRNA pseudouridine synthase activity [GO:0106029]; positive regulation of transcription by RNA polymerase II [GO:0045944]; tRNA pseudouridine synthesis [GO:0031119]
E5KMT6	unreviewed	E5KMT6_HUMAN	Pseudouridylate synthase 1 homolog (EC 5.4.99.12) (tRNA pseudouridine synthase 1) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)		Homo sapiens (Human)	399	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthesis [GO:0031119]
E7EMW7	unreviewed	E7EMW7_HUMAN	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (Hyperplastic discs protein homolog)	UBR5	Homo sapiens (Human)	2792	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]
F1D8P4	unreviewed	F1D8P4_HUMAN	Nuclear receptor subfamily 0 group B member 1 (Nuclear receptor DAX-1)	NR0B1 hCG_15520	Homo sapiens (Human)	470	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; ribosome [GO:0005840]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]; adrenal gland development [GO:0030325]; endodermal cell differentiation [GO:0035987]; Leydig cell differentiation [GO:0033327]; male sex determination [GO:0030238]; negative regulation of transcription by RNA polymerase II [GO:0000122]; response to immobilization stress [GO:0035902]; Sertoli cell differentiation [GO:0060008]; spermatogenesis [GO:0007283]
F5H0R1	unreviewed	F5H0R1_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase (EC 2.7.7.19) (EC 2.7.7.52) (RNA-binding motif protein 21) (U6 snRNA-specific terminal uridylyltransferase 1)	TUT1	Homo sapiens (Human)	912	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; poly(A) RNA polymerase activity [GO:1990817]; RNA binding [GO:0003723]; RNA uridylyltransferase activity [GO:0050265]; zinc ion binding [GO:0008270]; mRNA processing [GO:0006397]; RNA 3'-end processing [GO:0031123]
F5H1S9	unreviewed	F5H1S9_HUMAN	Pseudouridylate synthase 1 homolog (EC 5.4.99.12) (tRNA pseudouridine synthase 1) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	PUS1	Homo sapiens (Human)	374	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthesis [GO:0031119]
G3V0J0	unreviewed	G3V0J0_HUMAN	Fragile X mental retardation 1, isoform CRA_e (Fragile X messenger ribonucleoprotein 1)	FMR1 hCG_18633	Homo sapiens (Human)	592	chromosome, centromeric region [GO:0000775]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; nucleolus [GO:0005730]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; presynaptic membrane [GO:0042734]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
G3V5Q1	unreviewed	G3V5Q1_HUMAN	DNA repair nuclease/redox regulator APEX1 (APEN) (REF-1) (EC 3.1.11.2) (EC 3.1.21.-) (APEX nuclease) (Apurinic-apyrimidinic endonuclease 1) (Redox factor-1) [Cleaved into: DNA repair nuclease/redox regulator APEX1, mitochondrial]	APEX1	Homo sapiens (Human)	242	centrosome [GO:0005813]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
G8JLB3	unreviewed	G8JLB3_HUMAN	Pseudouridylate synthase 1 homolog (EC 5.4.99.12) (tRNA pseudouridine synthase 1) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	PUS1	Homo sapiens (Human)	384	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthesis [GO:0031119]
H3BPK7	unreviewed	H3BPK7_HUMAN	Alanine--tRNA ligase (EC 6.1.1.7) (Protein lactyltransferase AARS1)	AARS1 AARS	Homo sapiens (Human)	999	cytosol [GO:0005829]; nucleus [GO:0005634]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]
O14602	reviewed	IF1AY_HUMAN	Eukaryotic translation initiation factor 1A, Y-chromosomal (eIF-1A Y isoform) (eIF1A Y isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	EIF1AY	Homo sapiens (Human)	144	cytoplasm [GO:0005737]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]; translational initiation [GO:0006413]
O43347	reviewed	MSI1H_HUMAN	RNA-binding protein Musashi homolog 1 (Musashi-1)	MSI1	Homo sapiens (Human)	362	cytoplasm [GO:0005737]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; molecular condensate scaffold activity [GO:0140693]; mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; central nervous system development [GO:0007417]; epithelial cell differentiation [GO:0030855]; nervous system development [GO:0007399]; regulation of translation [GO:0006417]; response to hormone [GO:0009725]
O43414	reviewed	ERI3_HUMAN	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	ERI3 PINT1 PRNPIP PRNPIP1	Homo sapiens (Human)	337	3'-5'-RNA exonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]
O75153	reviewed	CLU_HUMAN	Clustered mitochondria protein homolog	CLUH KIAA0664	Homo sapiens (Human)	1309	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; mRNA binding [GO:0003729]; intracellular distribution of mitochondria [GO:0048312]; mitochondrion organization [GO:0007005]
P0C7P1	reviewed	RBY1D_HUMAN	RNA-binding motif protein, Y chromosome, family 1 member D	RBMY1D	Homo sapiens (Human)	496	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; RNA splicing [GO:0008380]
P10266	reviewed	POK10_HUMAN	Endogenous retrovirus group K member 10 Pol protein (HERV-K10 Pol protein) (HERV-K107 Pol protein) (HERV-K_5q33.3 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	ERVK-10	Homo sapiens (Human)	1014	DNA binding [GO:0003677]; RNA stem-loop binding [GO:0035613]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]
P42696	reviewed	RBM34_HUMAN	RNA-binding protein 34 (RNA-binding motif protein 34)	RBM34 KIAA0117	Homo sapiens (Human)	430	chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]
P49750	reviewed	YLPM1_HUMAN	YLP motif-containing protein 1 (Nuclear protein ZAP3) (ZAP113)	YLPM1 C14orf170 ZAP3	Homo sapiens (Human)	2146	nuclear speck [GO:0016607]; nucleus [GO:0005634]; RNA binding [GO:0003723]; regulation of telomere maintenance [GO:0032204]
P57723	reviewed	PCBP4_HUMAN	Poly(rC)-binding protein 4 (Alpha-CP4)	PCBP4	Homo sapiens (Human)	403	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; DNA binding [GO:0003677]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; regulation of mRNA stability [GO:0043488]; regulation of transcription by RNA polymerase II [GO:0006357]
P59045	reviewed	NAL11_HUMAN	NACHT, LRR and PYD domains-containing protein 11 (Nucleotide-binding oligomerization domain protein 17) (PAAD-and NACHT domain-containing protein 10) (PYRIN-containing APAF1-like protein 6)	NLRP11 NALP11 NOD17 PAN10 PYPAF6	Homo sapiens (Human)	1033	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]; RNA binding [GO:0003723]; regulation of inflammatory response [GO:0050727]
P63133	reviewed	POK8_HUMAN	Endogenous retrovirus group K member 8 Pol protein (HERV-K115 Pol protein) (HERV-K_8p23.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	ERVK-8	Homo sapiens (Human)	956	DNA binding [GO:0003677]; RNA stem-loop binding [GO:0035613]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]
P63135	reviewed	POK7_HUMAN	Endogenous retrovirus group K member 7 Pol protein (HERV-K(III) Pol protein) (HERV-K102 Pol protein) (HERV-K_1q22 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	ERVK-7	Homo sapiens (Human)	1459	DNA binding [GO:0003677]; RNA stem-loop binding [GO:0035613]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; structural molecule activity [GO:0005198]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]
P63136	reviewed	POK25_HUMAN	Endogenous retrovirus group K member 25 Pol protein (HERV-K_11q22.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	ERVK-25	Homo sapiens (Human)	954	DNA binding [GO:0003677]; RNA stem-loop binding [GO:0035613]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]
P82970	reviewed	HMGN5_HUMAN	High mobility group nucleosome-binding domain-containing protein 5 (Nucleosome-binding protein 1)	HMGN5 NSBP1	Homo sapiens (Human)	282	chromatin [GO:0000785]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; nucleosomal DNA binding [GO:0031492]; RNA binding [GO:0003723]; chromatin organization [GO:0006325]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; regulation of DNA-templated transcription [GO:0006355]
Q05048	reviewed	CSTF1_HUMAN	Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50)	CSTF1	Homo sapiens (Human)	431	mRNA cleavage stimulating factor complex [GO:0005848]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; mRNA 3'-end processing [GO:0031124]
Q12926	reviewed	ELAV2_HUMAN	ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Hel-N1)	ELAVL2 HUB	Homo sapiens (Human)	359	ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; regulation of DNA-templated transcription [GO:0006355]
Q13442	reviewed	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1)	PDAP1 HASPP28	Homo sapiens (Human)	181	cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]; signal transduction [GO:0007165]
Q14576	reviewed	ELAV3_HUMAN	ELAV-like protein 3 (Hu-antigen C) (HuC) (Paraneoplastic cerebellar degeneration-associated antigen) (Paraneoplastic limbic encephalitis antigen 21)	ELAVL3 HUC PLE21	Homo sapiens (Human)	367	ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]
Q15695	reviewed	U2AFL_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 1) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 1)	ZRSR2P1 U2AF1-RS1 U2AF1L1 U2AF1P U2AF1RS1 U2AFBPL ZRSR1	Homo sapiens (Human)	479	spliceosomal complex [GO:0005681]; U2AF complex [GO:0089701]; pre-mRNA 3'-splice site binding [GO:0030628]; zinc ion binding [GO:0008270]; mRNA splicing, via spliceosome [GO:0000398]
Q2NL82	reviewed	TSR1_HUMAN	Pre-rRNA-processing protein TSR1 homolog	TSR1 KIAA1401	Homo sapiens (Human)	804	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; RNA binding [GO:0003723]; U3 snoRNA binding [GO:0034511]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]
Q2VIR3	reviewed	IF2GL_HUMAN	Eukaryotic translation initiation factor 2 subunit 3B (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma A) (eIF-2-gamma A) (eIF-2gA)	EIF2S3B	Homo sapiens (Human)	472	eukaryotic translation initiation factor 2 complex [GO:0005850]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]; formation of translation preinitiation complex [GO:0001731]
Q3KNT7	reviewed	NSN5B_HUMAN	Putative NOL1/NOP2/Sun domain family member 5B (EC 2.1.1.-) (Williams-Beuren syndrome chromosomal region 20B protein)	NSUN5P1 NSUN5B WBSCR20B	Homo sapiens (Human)	163	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; RNA methylation [GO:0001510]; RNA processing [GO:0006396]
